Family,Sub-family,Product Name,Year,Amount  USD,Gross Amount  USD,Net Amount  USD,Quantity,Profit Margin,Average Price
SEA FREIGHT,EXPORT,STORAGE AT JADRA (VAT),2021,192.0,192.0,118.33,1.0,-0.3836979166666667,118.33
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2021,280.0,280.0,76.26,1.0,-0.7276428571428571,76.26
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,500.0,500.0,79.02,1.0,-0.84196,79.02
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,71.05,2.0,0.07651515151515147,35.525
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,200.0,200.0,70.6,1.0,-0.647,70.6
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,527.8,527.8,75.87,1.0,-0.8562523683213338,75.87
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,45.0,45.0,87.67,1.0,0.9482222222222223,87.67
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,350.0,350.0,139.83,1.0,-0.6004857142857143,139.83
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,264.0,264.0,148.89,1.0,-0.43602272727272734,148.89
AIR FREIGHT,EXPORT,SECURITY FOR AIR FREIGHT CARGO,2021,10.0,10.0,141.0,1.0,13.1,141.0
LAND FREIGHT,EXPORT,LAND  TRANSPORTATION - EXPORT,2021,8000.0,8000.0,135.55,1.0,-0.98305625,135.55
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,302.0,302.0,107.77,2.0,-0.6431456953642385,53.885
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2021,250.0,250.0,50.12,1.0,-0.79952,50.12
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2021,65.0,65.0,130.63,1.0,1.0096923076923077,130.63
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,350.0,350.0,104.47,1.0,-0.7015142857142858,104.47
AIR FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,98.0,98.0,149.12,1.0,0.5216326530612245,149.12
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,366.0,366.0,95.23,1.0,-0.7398087431693988,95.23
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2021,220.0,220.0,71.08,1.0,-0.676909090909091,71.08
SEA FREIGHT,EXPORT,TRANSPORTATION FROM-TO WAREHOUSE (VAT),2021,450.0,450.0,111.25,1.0,-0.7527777777777778,111.25
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,3750.0,3750.0,60.31,1.0,-0.9839173333333333,60.31
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,180.0,180.0,132.25,1.0,-0.2652777777777778,132.25
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,1077.8,1077.8,52.26,2.0,-0.9515123399517535,26.13
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,650.0,650.0,66.36,2.0,-0.8979076923076923,33.18
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,45.0,45.0,84.81,1.0,0.8846666666666667,84.81
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2021,3288.0,3288.0,76.27,1.0,-0.9768035279805353,76.27
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,400.0,400.0,142.23,1.0,-0.6444249999999999,142.23
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,128.91,1.0,-0.35545000000000004,128.91
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,500.0,500.0,100.37,1.0,-0.79926,100.37
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,400.0,400.0,136.88,1.0,-0.6578,136.88
SEA FREIGHT,EXPORT,INSURANCE FOR STORED GOODS(VAT),2021,447.0,447.0,66.85,1.0,-0.8504474272930648,66.85
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2021,50.0,50.0,136.23,1.0,1.7245999999999997,136.23
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,2625.0,2625.0,141.14,1.0,-0.946232380952381,141.14
SEA FREIGHT,EXPORT,COURRIER FEE,2021,50.0,50.0,77.66,1.0,0.5531999999999999,77.66
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,135.0,135.0,91.77,1.0,-0.32022222222222224,91.77
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,447.0,447.0,144.25,4.0,-0.6772930648769575,36.0625
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2021,509.0,509.0,92.59,1.0,-0.8180943025540275,92.59
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,119.76,1.0,-0.4012,119.76
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,80.0,80.0,125.99,2.0,0.5748749999999999,62.995
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,44.0,44.0,57.37,1.0,0.3038636363636363,57.37
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,850.0,850.0,73.88,1.0,-0.9130823529411765,73.88
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2021,175.0,175.0,95.59,1.0,-0.45377142857142855,95.59
AIR FREIGHT,EXPORT,EXPORT FORMALITIES AF CARGO,2021,35.0,35.0,138.99,1.0,2.9711428571428575,138.99
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,365.0,365.0,136.91,1.0,-0.6249041095890411,136.91
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,64.81,1.0,-0.6759499999999999,64.81
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,300.0,300.0,101.89,1.0,-0.6603666666666667,101.89
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2021,177.0,177.0,68.92,3.0,-0.6106214689265537,22.973333333333333
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,138.11,1.0,1.0925757575757578,138.11
SEA FREIGHT,EXPORT,TRUCK DETENTION,2021,125.0,125.0,65.59,1.0,-0.47528,65.59
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,100.0,100.0,115.11,1.0,0.15109999999999998,115.11
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,16.0,16.0,95.12,1.0,4.945,95.12
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,10.0,10.0,149.71,1.0,13.971,149.71
LAND FREIGHT,EXPORT,EX WORKS FOR LAND FREIGHT CARGO - EXP,2021,-6000.0,-6000.0,121.82,-1.0,-1.0203033333333333,-121.82
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,1798.0,1798.0,90.17,6.0,-0.9498498331479421,15.028333333333334
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,62.01,1.0,-0.6899500000000001,62.01
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,365.0,365.0,101.42,1.0,-0.7221369863013698,101.42
SEA FREIGHT,EXPORT,LOADING/OFFLOADING (VAT),2021,175.0,175.0,89.77,1.0,-0.4870285714285715,89.77
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,61.25,1.0,-0.8344594594594594,61.25
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,93.38,1.0,-0.5331,93.38
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,738.0,738.0,111.34,4.0,-0.8491327913279132,27.835
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,107.31019,107.31019,76.71,6.0,-0.2851564236350715,12.784999999999998
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,25.0,25.0,56.04,1.0,1.2416,56.04
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2021,65.0,65.0,142.45,1.0,1.1915384615384614,142.45
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2021,70.0,70.0,84.09,1.0,0.20128571428571435,84.09
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,90.0,90.0,66.67,1.0,-0.2592222222222222,66.67
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,160.0,160.0,149.5,2.0,-0.065625,74.75
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,875.0,875.0,139.03,1.0,-0.8411085714285714,139.03
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,25.0,25.0,87.95,1.0,2.5180000000000002,87.95
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,97.47,1.0,-0.51265,97.47
SEA FREIGHT,CLEARANCE ,ADDITIONAL EXPENSES,2021,250.0,250.0,80.64,1.0,-0.67744,80.64
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,2250.0,2250.0,128.13,1.0,-0.9430533333333333,128.13
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,335.0,335.0,132.19,3.0,-0.6054029850746269,44.06333333333333
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,500.0,500.0,126.26,1.0,-0.74748,126.26
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,40.0,40.0,106.07,1.0,1.6517499999999998,106.07
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,335.0,335.0,93.59,3.0,-0.7206268656716418,31.19666666666667
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,101.69,1.0,-0.7251621621621621,101.69
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,116.43,2.0,0.7640909090909092,58.215
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,1077.8,1077.8,121.39,2.0,-0.8873724253108184,60.695
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,85.0,85.0,92.5,2.0,0.08823529411764706,46.25
LAND FREIGHT,EXPORT,EX WORKS FOR LAND FREIGHT CARGO - EXP,2021,1300.0,1300.0,62.77,2.0,-0.9517153846153846,31.385
LAND FREIGHT,EXPORT,LAND  TRANSPORTATION - EXPORT,2021,24000.0,24000.0,121.25,1.0,-0.9949479166666667,121.25
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,975.0,975.0,104.87,1.0,-0.8924410256410257,104.87
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,231.0,231.0,124.18,1.0,-0.4624242424242424,124.18
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,381.0,381.0,98.91,3.0,-0.7403937007874016,32.97
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,423.42,423.42,54.28,1.0,-0.8718057720466675,54.28
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,20.0,20.0,96.95,1.0,3.8475,96.95
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,173.57063,173.57063,108.74,5.0,-0.373511520929549,21.747999999999998
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,108.5,1.0,-0.7067567567567568,108.5
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,400.0,400.0,146.19,1.0,-0.634525,146.19
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,400.0,400.0,144.32,1.0,-0.6392,144.32
SEA FREIGHT,EXPORT,TRANSPORTATION FROM-TO WAREHOUSE (VAT),2021,94.6,94.6,51.39,1.0,-0.4567653276955602,51.39
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,-100.0,-100.0,126.05,-1.0,-2.2605,-126.05
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,83.62,1.0,-0.774,83.62
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,350.0,350.0,107.51,1.0,-0.6928285714285715,107.51
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,148.64,1.0,-0.5982702702702704,148.64
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2021,16650.0,16650.0,134.35,1.0,-0.991930930930931,134.35
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,552.8,552.8,93.32,1.0,-0.8311866859623733,93.32
STORAGE/WAREHOUSING,JIYEH,LOADING/OFFLOADING (VAT),2021,81.0,81.0,108.04,1.0,0.3338271604938272,108.04
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,400.0,400.0,62.25,1.0,-0.844375,62.25
STORAGE/WAREHOUSING,COCODILLE,STORAGE AT COCODILLE-VAT,2021,10.0,10.0,81.85,1.0,7.185,81.85
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,25.0,25.0,95.74,1.0,2.8295999999999997,95.74
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2021,225.0,225.0,149.27,3.0,-0.33657777777777775,49.75666666666667
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2021,250.0,250.0,72.88,1.0,-0.70848,72.88
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,378.38,378.38,77.41,1.0,-0.7954173053544057,77.41
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,932.0,932.0,92.44,5.0,-0.9008154506437768,18.488
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2021,2950.0,2950.0,56.45,1.0,-0.980864406779661,56.45
STORAGE/WAREHOUSING,JIYEH,LOADING/OFFLOADING (VAT),2021,250.0,250.0,73.6,2.0,-0.7056,36.8
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,93.88,1.0,-0.5306000000000001,93.88
SEA FREIGHT,EXPORT,CARGO X FEE,2021,-200.0,-200.0,60.21,-1.0,-1.3010499999999998,-60.21
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,8.19451,8.19451,76.39,2.0,8.322094914766106,38.195
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,123.32,1.0,2.736969696969697,123.32
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,500.0,500.0,106.26,1.0,-0.7874800000000001,106.26
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2021,75.0,75.0,148.18,1.0,0.9757333333333335,148.18
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2021,447.0,447.0,142.45,1.0,-0.6813199105145414,142.45
SEA FREIGHT,EXPORT,DRUG INSPECTION,2021,194.0,194.0,97.38,1.0,-0.4980412371134021,97.38
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,225.0,225.0,100.19,1.0,-0.5547111111111112,100.19
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,450.0,450.0,75.35,1.0,-0.8325555555555555,75.35
SEA FREIGHT,EXPORT,DRUG INSPECTION,2021,250.0,250.0,144.34,1.0,-0.42263999999999996,144.34
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2021,1278.0,1278.0,101.1,1.0,-0.9208920187793428,101.1
SEA FREIGHT,IMPORT,STAMPS,2021,11.17,11.17,120.39,1.0,9.777976723366159,120.39
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,366.0,366.0,148.29,1.0,-0.5948360655737706,148.29
AIR FREIGHT,IMPORT,ADDITIONAL CHARGES (VAT) AIR-IMPORT,2021,15.00402431,15.00402431,64.49,1.0,3.298180186033036,64.49
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2021,54.05,54.05,101.93,1.0,0.8858464384828865,101.93
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2021,54.05,54.05,113.44,1.0,1.0987974098057356,113.44
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,365.0,365.0,134.01,2.0,-0.6328493150684932,67.005
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,36.0,36.0,54.22,1.0,0.5061111111111111,54.22
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,103.55,1.0,2.1378787878787877,103.55
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,88.08,1.0,-0.761945945945946,88.08
STORAGE/WAREHOUSING,JIYEH,LOADING/OFFLOADING (VAT),2021,350.0,350.0,125.65,1.0,-0.641,125.65
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2021,50.0,50.0,120.5,1.0,1.41,120.5
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,132.0,132.0,105.0,1.0,-0.20454545454545456,105.0
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,235.99976,235.99976,145.4,5.0,-0.38389767854001206,29.080000000000002
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2021,57.0,57.0,129.9,1.0,1.2789473684210528,129.9
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,15.0,15.0,124.5,1.0,7.3,124.5
STORAGE/WAREHOUSING,COCODILLE,STORAGE AT COCODILLE-VAT,2021,100.0,100.0,146.49,1.0,0.4649000000000001,146.49
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,1050.8,1050.8,138.75,1.0,-0.8679577464788732,138.75
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,500.0,500.0,88.14,1.0,-0.82372,88.14
SEA FREIGHT,IMPORT,PORT FORMALITIES (VAT),2021,250.0,250.0,90.23,1.0,-0.63908,90.23
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,83.83,1.0,-0.7734324324324324,83.83
LAND FREIGHT,EXPORT,EX WORKS FOR LAND FREIGHT CARGO - EXP,2021,1370.0,1370.0,139.4,2.0,-0.8982481751824817,69.7
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,738.0,738.0,123.23,4.0,-0.8330216802168021,30.8075
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,25.0,25.0,75.91,1.0,2.0364,75.91
STORAGE/WAREHOUSING,JIYEH,TRANSPORTATION FROM-TO WAREHOUSE (VAT),2021,45.05,45.05,135.79,1.0,2.014206437291898,135.79
SEA FREIGHT,IMPORT,BANK CHARGES,2021,100.53,100.53,76.49,1.0,-0.23913259723465638,76.49
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,500.0,500.0,106.64,1.0,-0.78672,106.64
SEA FREIGHT,EXPORT,LOADING/OFFLOADING (VAT),2021,90.09,90.09,76.63,1.0,-0.1494061494061495,76.63
AIR FREIGHT,IMPORT,EX WORKS FOR AF CARGO,2021,240.0,240.0,102.78,1.0,-0.57175,102.78
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,527.8,527.8,77.23,1.0,-0.8536756347101174,77.23
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,450.0,450.0,125.0,1.0,-0.7222222222222222,125.0
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT ADDITIONAL CHARGES,2021,91.0,91.0,56.98,1.0,-0.3738461538461539,56.98
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,320.0,320.0,107.17,1.0,-0.6650937499999999,107.17
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,423.42,423.42,138.3,1.0,-0.673373954938359,138.3
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,2740.0,2740.0,65.53,1.0,-0.9760839416058393,65.53
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,53.56,1.0,-0.7322,53.56
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2021,54.05,54.05,96.66,1.0,0.7883441258094357,96.66
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2021,25.0,25.0,76.02,1.0,2.0408,76.02
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,3750.0,3750.0,72.07,1.0,-0.9807813333333333,72.07
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2021,54.05,54.05,86.88,1.0,0.6074005550416282,86.88
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,275.0,275.0,108.04,2.0,-0.6071272727272726,54.02
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,315.0,315.0,125.31,2.0,-0.6021904761904762,62.655
LAND FREIGHT,EXPORT,EX WORKS FOR LAND FREIGHT CARGO - EXP,2021,150.0,150.0,63.47,1.0,-0.5768666666666666,63.47
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,15.0,15.0,62.67,1.0,3.178,62.67
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,270.27,270.27,136.27,1.0,-0.49580049580049573,136.27
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,98.74,1.0,-0.7331351351351351,98.74
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,113.68,1.0,-0.6927567567567567,113.68
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,5147.0,5147.0,132.58,2.0,-0.9742413056149213,66.29
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,978.0,978.0,112.32,3.0,-0.8851533742331289,37.44
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,365.0,365.0,68.1,1.0,-0.8134246575342465,68.1
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,86.87,2.0,0.3162121212121213,43.435
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2021,60.0,60.0,120.57,1.0,1.0094999999999998,120.57
SEA FREIGHT,EXPORT,LOADING/OFFLOADING,2021,200.0,200.0,53.85,1.0,-0.73075,53.85
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2021,447.0,447.0,139.66,1.0,-0.6875615212527965,139.66
SEA FREIGHT,EXPORT,CUSTOMS CLEARANCE FORMALITIES AT ,2021,150.0,150.0,76.76,1.0,-0.4882666666666666,76.76
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2021,260.0,260.0,104.92,1.0,-0.5964615384615384,104.92
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,450.0,450.0,79.58,1.0,-0.8231555555555556,79.58
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,410.0,410.0,81.22,2.0,-0.8019024390243902,40.61
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,35.0,35.0,58.77,1.0,0.6791428571428573,58.77
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,366.0,366.0,140.24,1.0,-0.6168306010928961,140.24
SEA FREIGHT,IMPORT,BANK CHARGES,2021,55.85,55.85,55.18,1.0,-0.011996418979409161,55.18
SEA FREIGHT,CLEARANCE ,ADDITIONAL EXPENSES,2021,60.0,60.0,97.36,1.0,0.6226666666666667,97.36
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,120.51,1.0,2.651818181818182,120.51
STORAGE/WAREHOUSING,JIYEH,LOADING/OFFLOADING (VAT),2021,250.0,250.0,61.46,2.0,-0.7541599999999999,30.73
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2021,50.0,50.0,115.43,1.0,1.3086000000000002,115.43
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,545.8,545.8,109.65,1.0,-0.7991022352510078,109.65
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2021,206.51696,206.51696,136.05,3.0,-0.34121633399988066,45.35
SEA FREIGHT,EXPORT,CUSTOMS CLEARANCE FORMALITIES AT ,2021,250.0,250.0,98.75,1.0,-0.605,98.75
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2021,1600.0,1600.0,110.98,1.0,-0.9306375,110.98
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,99.0,99.0,126.63,3.0,0.27909090909090906,42.21
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,4000.0,4000.0,82.35,1.0,-0.9794125,82.35
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,225.0,225.0,148.17,1.0,-0.3414666666666667,148.17
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2021,270.0,270.0,67.3,1.0,-0.7507407407407407,67.3
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,500.0,500.0,94.52,1.0,-0.81096,94.52
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,450.0,450.0,148.01,1.0,-0.671088888888889,148.01
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,9.91896,9.91896,68.32,1.0,5.887818884237863,68.32
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,115.0,115.0,126.93,2.0,0.10373913043478267,63.465
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2021,4288.0,4288.0,79.03,1.0,-0.9815694962686567,79.03
SEA FREIGHT,EXPORT,LOCAL TRANSPORTATION FOR EXPORTED CARGO,2021,150.0,150.0,80.85,1.0,-0.461,80.85
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2021,375.0,375.0,73.04,1.0,-0.8052266666666666,73.04
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,106.95,1.0,-0.46525,106.95
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,366.0,366.0,57.21,1.0,-0.843688524590164,57.21
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,125.0,125.0,56.45,1.0,-0.5484,56.45
SEA FREIGHT,EXPORT,CUSTOMS CLEARANCE FORMALITIES AT ,2021,14.0,14.0,75.12,1.0,4.365714285714286,75.12
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,94.3,1.0,-0.5285,94.3
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,136.36,1.0,-0.6314594594594595,136.36
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,140.73,1.0,3.264545454545454,140.73
