Family,Sub-family,Address,Barcode,Base Unit,Branch,Brand,City,Client Category 1,Client Category 2,Client Category 3,Client Code,Client ID,Client Name,Cost Center,Cur,Date,Invoice,Product Code,Product Description,Product Name,Project,Unit,Year,Amount,Amount  LBP,Amount  USD,Gross Amount,Gross Amount  LBP,Gross Amount  USD,Net Amount,Net Amount  LBP,Net Amount  USD,Net Quantity,Net Selling,Quantity
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,24/05/2024,SA/2024/438,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,250,22375000,250,250,22375000,250,250,0,163.77,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,30/07/2024,SA/2024/636,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,1187,106236500,1187,1187,106236500,1187,1187,0,298.05,5,1187,5
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,6/6/2024,SA/2024/482,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,33982000,33982000,379.57894,33982000,33982000,379.57894,33982000,0,260.85,4,33982000,4
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,22/07/2024,SA/2024/600,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,15771000,15771000,176.16207,15771000,15771000,176.16207,15771000,0,233.57,5,15771000,5
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/825,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,135,12082500,135,135,12082500,135,135,0,183.89,1,135,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,,,AF-EXP-EXW,,EX WORKS FOR AIRFREIGH CARGO,Shipment,Pcs,2022,175,15662500,175,175,15662500,175,175,0,196.32,1,175,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2022,65,5814250,65,65,5814250,65,65,0,186.21,1,65,1
SEA FREIGHT,EXPORT,"عرمون-القبة- قرب سنتر الوزة
Aley",,Pcs,GIFCO 2023,DEFAULT,,Default,,,000044,161,DAR AL-KOTOB AL-ILMIYAH / BEIRUT,OPERATION ACTIVITIES,USD,7/3/2024,SA/2024/206,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,1625,145437500,1625,1625,145437500,1625,1625,0,242.36,1,1625,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2022,250,22300000,250,250,22300000,250,277.5,2351250,208.36,1,250,1
STORAGE/WAREHOUSING,JIYEH,ALEY INDUSTRIAL AREA,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1588,AL MOUTAHED CO. SAL,OPERATION ACTIVITIES,USD,7/11/2024,SA/2024/1211,STG-TRSP-VAT,,TRANSPORTATION FROM-TO WAREHOUSE (VAT),Shipment,Pcs,2022,500,44750000,500,500,44750000,500,555,4922500,164.31,1,500,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,100,8550000,100,100,8550000,100,100,0,191.98,1,99.6,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/313,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,66,5907000,66,66,5907000,66,66,0,162.87,1,66,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,18/07/2024,SA/2024/593,SF-EXP-ADD-EXP(VAT),,ADDITIONAL EXPENSES(VAT),Shipment,Pcs,2022,225.23,20158085,225.23,225.23,20158085,225.23,250.0052,2217380.4,178.83,1,225.23,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,240.8,21551600,240.8,240.8,21551600,240.8,240.8,0,158.97,1,240.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,30/07/2024,SA/2024/634,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2022,80,7160000,80,80,7160000,80,88.8,787600,267,2,80,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,241.41,1,370,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/76,AF-EXP-CCF-DES,,CUSTOM CLEARANCE FORMALITIES AT ,Shipment,Pcs,2022,26,2321800,26,26,2321800,26,26,0,244.85,1,26,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,12/9/2024,SA/2024/931,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,888000,888000,9.91896,888000,888000,9.91896,888000,0,275.95,1,888000,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,445,39738500,445,445,39738500,445,445,0,196.62,1,371.45,1
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,,,AF-IMP-FRT,,AIR FREIGHT - IMPORT,Shipment,Pcs,2022,625,60619468.75,677.3125,625,60619468.75,677.3125,625,0,162.16,1,625,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/1218,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,200,17900000,200,200,17900000,200,200,0,174.7,1,200,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/344,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,25,2236250,25,25,2236250,25,25,0,198.62,1,25,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2022,50,4472500,50,50,4472500,50,50,0,171.49,1,50,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,169.98,1,370,1
SEA FREIGHT,CLEARANCE ,"Azzam bldg.-6th floor
Barrad District , Saida",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1616,Mahmoud Kaddoura,OPERATION ACTIVITIES,USD,18/11/2024,SA/2024/1238,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2022,60,5370000,60,60,5370000,60,66.6,590700,227.76,2,60,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,5598,501021000,5598,5598,501021000,5598,5598,0,218.65,1,5598,1
SEA FREIGHT,IMPORT,"BEKAA - JDITA, AL WADI STR
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1574,MOULINS MODERNES AL NAJJAR,OPERATION ACTIVITIES,USD,12/7/2024,SA/2024/579,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2022,35,3132500,35,35,3132500,35,38.85,344575,273.36,1,35,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,500,44750000,500,500,44750000,500,500,0,299.6,2,500,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,22/09/2023,SA/2023/183,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,99,8855550,99,99,8855550,99,99,0,237.23,3,95.03,3
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,,,AF-IMP-EXW,,EX WORKS FOR AF CARGO,Shipment,Pcs,2022,80,7156000,80,80,7156000,80,80,0,151.25,1,80,1
SEA FREIGHT,IMPORT,"Unesco , Habib Abi Chahla Street.",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-012945,115,BEKDACHE PRINTING MEDIA AND SUPPLIES SAL,OPERATION ACTIVITIES,USD,7/9/2023,SA/2023/102,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,954,85192200,954,954,85192200,954,954,0,296.16,2,954,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,262.11,1,370,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-LD-OFF,,LOADING/OFFLOADING,Shipment,Pcs,2022,250,22325000,250,250,22325000,250,250,0,293.31,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,2/7/2024,SA/2024/547,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,41237000,41237000,460.61729,41237000,41237000,460.61729,41237000,0,180.89,4,41237000,4
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/293,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,275,24612500,275,275,24612500,275,275,0,194.95,2,275,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,USD,3/9/2024,SA/2024/850,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,872,78044000,872,872,78044000,872,872,0,212.84,4,872,4
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,425,38037500,425,425,38037500,425,425,0,262.76,1,183.6,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/863,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,45,4027500,45,45,4027500,45,45,0,209.8,1,45,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ADD-EXP(VAT),,ADDITIONAL EXPENSES(VAT),Shipment,Pcs,2022,250,22375000,250,250,22375000,250,277.5,2461250,225.48,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,USD,24/07/2024,SA/2024/611,SF-IMP-BANK,,BANK CHARGES,Shipment,Pcs,2022,15,1342500,15,15,1342500,15,15,0,294.55,1,15,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,6850,613075000,6850,6850,613075000,6850,6850,0,257.15,1,6850,1
AIR FREIGHT,EXPORT,"City: Beirut
Street: Verdun
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,الفاخوري للسيارات,1570,Fakhoury Motors Center,OPERATION ACTIVITIES,LBP,9/9/2024,SA/2024/900,AF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2022,15550000,15550000,173.6935,15550000,15550000,173.6935,15550000,0,249.86,1,15550000,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/124,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,30,2679000,30,30,2679000,30,30,0,154.62,2,30,2
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,SA/2023/115,SF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2022,2966,264863800,2966,2966,264863800,2966,2966,0,286.35,2,2966,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,500,44750000,500,500,44750000,500,500,0,269.24,1,500,1
SEA FREIGHT,EXPORT,"Zgharta
Alma
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1541,MARWAN IBRAHIM AL SAMAD,OPERATION ACTIVITIES,USD,23/10/2024,SA/2024/1115,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,258.56,1,370,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2022,50,4472500,50,50,4472500,50,50,0,216.57,1,50,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/572,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,325,29071250,325,325,29071250,325,325,0,255.26,3,325,3
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,24/10/2023,SA/2023/312,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2022,15,1341750,15,15,1341750,15,16.65,141075,189.06,1,15,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,365,32667500,365,365,32667500,365,365,0,160.01,1,365,1
,,,,,,,,,,,,,,,,1/9/2023,SA/2023/73,STG-STG-JAD,,STORAGE AT JADRA (VAT),Shipment,Pcs,2022,500,44650000,500,500,44650000,500,555,4702500,152.78,1,500,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/208,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,2500,223625000,2500,2500,223625000,2500,2500,0,249.19,1,2500,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,17/04/2024,SA/2024/332,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,1175,105162500,1175,1175,105162500,1175,1175,0,226.58,4,1175,4
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/834,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,90,8055000,90,90,8055000,90,90,0,180.81,1,90,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,15/11/2023,SA/2023/563,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2022,14.87,1330121.5,14.87,14.87,1330121.5,14.87,16.5057,146313.365,264.98,1,14.87,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,16/09/2024,SA/2024/964,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2022,500,44750000,500,500,44750000,500,500,0,179.99,1,500,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-LOC-TRP-VAT,,LOCAL TRANSPORTATION (VAT),Shipment,Pcs,2022,240,21480000,240,240,21480000,240,266.4,2362800,206.71,1,240,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,26/11/2024,SA/2024/1270,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,10750,962125000,10750,10750,962125000,10750,10750,0,267.17,1,9500,1
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,,,AF-IMP-FRT,,AIR FREIGHT - IMPORT,Shipment,Pcs,2022,742,66409000,742,742,66409000,742,742,0,290.17,1,742,1
AIR FREIGHT,EXPORT,STOCKHOLM,,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-001923,222,FERDOSI MEDIA AB,OPERATION ACTIVITIES,USD,13/12/2024,SA/2024/1330,AF-EXP-EXW,,EX WORKS FOR AIRFREIGH CARGO,Shipment,Pcs,2022,150,13425000,150,150,13425000,150,150,0,223.92,1,150,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,475,42417500,475,475,42417500,475,475,0,242.61,1,474.01,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2022,175,15627500,175,175,15627500,175,194.25,1645875,296.86,1,175,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,250,22375000,250,250,22375000,250,250,0,170.69,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,185,16557500,185,185,16557500,185,185,0,213.75,1,184.29,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/249,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,33,2951850,33,33,2951850,33,33,0,260.81,1,33,1
AIR FREIGHT,EXPORT,"Beirut
Metn
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,شركة منتوجات ,1508,Second house products for trading & industry SARL,OPERATION ACTIVITIES,USD,18/01/2024,SA/2024/60,AF-EXP-FRT,,AIR FREIGHT EXPORT,Shipment,Pcs,2022,2070,185265000,2070,2070,185265000,2070,2070,0,178.79,1,2070,1
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,USD,14/11/2023,SA/2023/560,AF-IMP-DO-VAT,,DELIVERY ORDER FOR IMP CARGO (VAT),Shipment,Pcs,2022,70,6261500,70,70,6261500,70,77.7,658350,157.92,1,70,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/53,AF-EXP-EXW,,EX WORKS FOR AIRFREIGH CARGO,Shipment,Pcs,2022,150,13395000,150,150,13395000,150,150,0,197.71,1,150,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,6715,600992500,6715,6715,600992500,6715,6715,0,260.01,1,6715,1
SEA FREIGHT,CLEARANCE ,Damascus,,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-013012,472,TFTAFEH CO.,OPERATION ACTIVITIES,USD,8/9/2023,SA/2023/107,SF-IMP-ADD-IMP ,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,850,75905000,850,850,75905000,850,850,0,223.94,1,850,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/175,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,175,15662500,175,175,15662500,175,175,0,174.66,1,175,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,21/10/2024,SA/2024/1112,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,2050,183475000,2050,2050,183475000,2050,2050,0,201.68,1,2050,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,875,78268750,875,875,78268750,875,875,0,218.08,1,875,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-DR-INSP,,DRUG INSPECTION,Shipment,Pcs,2022,250,22362500,250,250,22362500,250,250,0,169.6,1,250,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,450,40275000,450,450,40275000,450,450,0,154.84,1,450,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2022,10,895000,10,10,895000,10,11.1,98450,213.46,1,10,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/1335,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,405,36247500,405,405,36247500,405,405,0,288.54,1,405,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2022,400,35800000,400,400,35800000,400,400,0,174.08,1,400,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2022,300,26850000,300,300,26850000,300,333,2953500,210.98,1,300,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,21/11/2023,SA/2023/591,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,33463000,33463000,374.11634,33463000,33463000,374.11634,33463000,0,246.57,5,33463000,5
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,29/11/2023,SA/2023/629,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2022,375,33450000,375,375,33450000,375,416.25,3526875,214.76,1,375,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2022,400,35800000,400,400,35800000,400,400,0,200.04,1,398.18,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,9/7/2024,SA/2024/556,SF-IMP-BANK,,BANK CHARGES,Shipment,Pcs,2022,36,3222000,36,36,3222000,36,36,0,163.51,1,36,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,250,22362500,250,250,22362500,250,250,0,160.77,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,69000,6175500000,69000,69000,6175500000,69000,69000,0,244.26,1,69000,1
LAND FREIGHT,EXPORT,,,,,,,,,,,,,,,2/7/2024,SA/2024/541,LF-EXP-TRP,,LAND  TRANSPORTATION - EXPORT,Shipment,Pcs,2022,24000,2148000000,24000,24000,2148000000,24000,24000,0,267.75,1,24000,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,200,17890000,200,200,17890000,200,200,0,210.57,1,200,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,1760,157432000,1760,1760,157432000,1760,1760,0,215.63,1,1760,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,200,17890000,200,200,17890000,200,200,0,251.91,1,200,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,,,AF-EXP-CF,,EXPORT FORMALITIES AF CARGO,Shipment,Pcs,2022,35,3132500,35,35,3132500,35,35,0,158.44,1,35,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,11/1/2024,SA/2024/34,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,60,5370000,60,60,5370000,60,60,0,285.47,1,60,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,,,AF-EXP-CF,,EXPORT FORMALITIES AF CARGO,Shipment,Pcs,2022,35,3132500,35,35,3132500,35,35,0,242.6,1,35,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,450,40275000,450,450,40275000,450,450,0,246.53,1,450,1
LAND FREIGHT,EXPORT,,,,,,,,,,,,,,,31/10/2023,SA/2023/492,LF-EXP-EXW,,EX WORKS FOR LAND FREIGHT CARGO - EXP,Shipment,Pcs,2022,390,34885500,390,390,34885500,390,390,0,249.3,3,390,3
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,33,2951850,33,33,2951850,33,33,0,160.58,1,33,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,1/10/2024,SA/2024/1026,STG-INS,,INSURANCE FOR STORED GOODS,Shipment,Pcs,2022,1311,117334500,1311,1311,117334500,1311,1311,0,278.92,1,1311,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,37427000,37427000,418.05959,37427000,37427000,418.05959,37427000,0,162.3,4,37427000,4
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,18/11/2024,SA/2024/1239,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2022,15,1342500,15,15,1342500,15,16.65,147675,207.23,1,15,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/926,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,45,4027500,45,45,4027500,45,45,0,298.77,1,45,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,950,85025000,950,950,85025000,950,950,0,208.28,1,950,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,365,32667500,365,365,32667500,365,365,0,211.2,1,365,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/409,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,200,17890000,200,200,17890000,200,200,0,247.1,1,215.1,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,45,4027500,45,45,4027500,45,45,0,206,1,-2.5,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,USD,5/4/2024,SA/2024/305,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,682,61039000,682,682,61039000,682,682,0,277.26,3,682,3
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,7/9/2023,SA/2023/99,SF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2022,76850000,76850000,860.72,76850000,76850000,860.72,76850000,0,214.56,3,76850000,3
SEA FREIGHT,IMPORT,"غادير فينيسيا ابو جودة
GROUND FLOOR
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-012805,172,DECOLUX,OPERATION ACTIVITIES,USD,6/11/2023,SA/2023/525,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,30,2683500,30,30,2683500,30,30,0,236.95,1,30,1
SEA FREIGHT,EXPORT,"Chayah
Airport road – Al Kayan ",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-012979,362,MGM construction sal,OPERATION ACTIVITIES,USD,6/9/2023,SA/2023/97,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2022,500,44650000,500,500,44650000,500,500,0,218.14,1,500,1
SEA FREIGHT,CLEARANCE ,"VERDAN
RACHID KARAMEH
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-010270,1010,METS ENERGY,OPERATION ACTIVITIES,USD,10/6/2024,SA/2024/487,SF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2022,450,40275000,450,450,40275000,450,450,0,277.58,1,450,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,7/10/2024,SA/2024/1050,SF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2022,1668,149286000,1668,1668,149286000,1668,1668,0,221.48,1,1668,1
